predicted class,x,y
Pogonion,317.0,413.5
Menton,302.0,429.5
Go-1 Corpuus left,193.0,365.0
Go-2 Ramus down,177.5,265.0
Articulare,177.0,241.5
R3,214.0,257.5
R1,241.0,301.0
Maxilla 1 crown,349.0,352.5
Maxilla 1 root,333.5,301.0
Mandible 1 crown,341.5,345.5
Mandible 1 root,317.5,377.5
Maxilla 6 distal,269.5,321.5
Maxilla 6 root,285.0,293.5
Mandible 6 distal,269.5,333.0
Mandible 6 root,265.0,365.5
Glabella,373.5,153.5
Soft tissue naison,365.5,185.5
Dorsum of nose,401.0,249.5
pronasale,409.5,273.5
Colunella,397.0,289.0
Subnasalle,373.0,297.0
Soft tissue A point,373.5,305.0
Labrale superius,377.5,325.5
Upper lip,381.0,333.5
Stms,369.0,348.5
Upper embrasure,349.0,346.0
Lower embrasure,345.0,349.0
Stmi,361.5,349.0
Lower lip,369.0,365.0
Labial Inferius,365.5,373.0
Soft tissue b point,349.0,385.0
Soft tissue pogonion,349.0,409.0
Soft tissue Gnathion,333.5,433.0
Soft tissue Menton,305.5,445.0
Nasion,377.0,137.5
Sella,261.5,161.0
Porion,221.5,201.0
Orbitale,365.0,189.5
Pterygoid,293.5,193.0
Basion,222.0,241.0
ANS,393.5,237.5
PNS,305.0,245.5
A point,385.0,249.5
B point,389.5,325.0
Protuberance menti,393.5,337.5
Pogonion,393.0,345.0
Menton,385.5,357.5
Go-1 Corpuus left,277.0,317.5
Go-2 Ramus down,245.0,245.0
Articulare,237.0,225.5
R3,277.0,237.5
R1,309.5,273.0
Maxilla 1 crown,397.5,293.0
Maxilla 1 root,378.0,253.5
Mandible 1 crown,390.0,289.5
Mandible 1 root,381.5,321.5
Maxilla 6 distal,333.5,281.5
Maxilla 6 root,337.0,253.0
Mandible 6 distal,333.5,289.0
Mandible 6 root,333.5,321.0
Glabella,389.5,117.5
Soft tissue naison,389.5,153.0
Dorsum of nose,421.5,201.0
pronasale,433.0,221.5
Colunella,425.0,237.5
Subnasalle,409.0,245.0
Soft tissue A point,409.5,249.0
Labrale superius,417.5,265.5
Upper lip,421.0,277.5
Stms,413.0,289.0
Upper embrasure,397.5,286.0
Lower embrasure,397.5,293.0
Stmi,409.5,289.0
Lower lip,420.5,301.5
Labial Inferius,417.0,309.5
Soft tissue b point,409.0,321.0
Soft tissue pogonion,413.0,345.0
Soft tissue Gnathion,405.0,365.0
Soft tissue Menton,389.0,373.0
Cervical point,325.5,389.0
Nasion,336.5,178.0
Sella,213.0,185.0
Porion,165.5,213.0
Orbitale,309.5,233.0
Pterygoid,241.0,221.0
Basion,161.5,249.5
ANS,325.0,281.5
PNS,237.0,269.5
A point,317.5,293.0
B point,301.5,369.0
Protuberance menti,301.5,385.0
Pogonion,305.0,393.5
Menton,293.5,409.0
Go-1 Corpuus left,189.0,357.5
Go-2 Ramus down,173.0,261.0
Articulare,173.0,237.5
R3,209.0,261.0
R1,233.0,297.0
Maxilla 1 crown,313.0,337.0
Maxilla 1 root,310.0,293.0
Mandible 1 crown,309.5,333.5
Mandible 1 root,297.5,365.5
Maxilla 6 distal,257.0,313.5
Maxilla 6 root,269.0,285.0
Mandible 6 distal,257.0,321.5
Mandible 6 root,249.0,353.0
Glabella,353.0,161.5
Soft tissue naison,345.5,198.0
Dorsum of nose,369.0,253.5
pronasale,376.5,273.5
Colunella,361.0,289.0
Subnasalle,341.0,293.5
Soft tissue A point,337.0,297.0
Labrale superius,337.0,313.5
Upper lip,340.5,325.5
Stms,329.0,333.5
Upper embrasure,317.0,330.0
Lower embrasure,313.0,337.0
Stmi,325.0,333.5
Lower lip,333.0,345.0
Labial Inferius,329.0,353.0
Soft tissue b point,321.0,369.0
Soft tissue pogonion,325.0,393.5
Soft tissue Gnathion,317.5,413.0
Soft tissue Menton,293.5,421.0
Cervical point,237.0,421.0
Nasion,365.0,189.5
Sella,257.0,185.0
Porion,217.5,213.0
Orbitale,342.0,233.0
Pterygoid,285.5,217.5
Basion,209.0,245.5
ANS,353.0,273.5
PNS,281.5,261.5
A point,349.5,281.5
B point,321.5,345.0
Protuberance menti,321.0,353.5
Pogonion,317.0,361.5
Menton,305.5,373.5
Go-1 Corpuus left,241.5,313.5
Go-2 Ramus down,233.0,253.0
Articulare,229.0,233.5
R3,261.5,245.5
R1,281.5,277.5
Maxilla 1 crown,345.5,317.5
Maxilla 1 root,341.5,281.0
Mandible 1 crown,341.5,313.5
Mandible 1 root,321.5,338.0
Maxilla 6 distal,289.0,285.0
Maxilla 6 root,304.5,261.5
Mandible 6 distal,285.0,293.5
Mandible 6 root,269.0,317.5
Glabella,381.5,177.5
Soft tissue naison,369.5,205.0
Dorsum of nose,382.0,249.5
pronasale,389.0,265.5
Colunella,381.0,277.5
Subnasalle,365.5,281.5
Soft tissue A point,365.0,285.0
Labrale superius,369.0,301.5
Upper lip,369.0,309.0
Stms,361.5,317.0
Upper embrasure,349.5,314.0
Lower embrasure,345.5,317.5
Stmi,357.0,317.5
Lower lip,360.5,328.5
Labial Inferius,353.0,337.0
Soft tissue b point,341.5,345.0
Soft tissue pogonion,337.0,361.5
Soft tissue Gnathion,329.0,377.0
Soft tissue Menton,305.5,389.0
Cervical point,269.5,381.5
Nasion,381.5,176.5
Sella,261.0,188.5
Porion,213.5,217.0
Orbitale,365.0,225.0
Pterygoid,297.0,217.0
Basion,209.5,253.0
ANS,385.0,270.0
PNS,297.0,265.5
A point,373.5,281.5
B point,361.5,349.0
Protuberance menti,361.5,361.5
Pogonion,361.0,369.5
Menton,346.0,381.5
Go-1 Corpuus left,249.5,329.0
Go-2 Ramus down,233.0,261.0
Articulare,229.0,241.5
R3,266.0,253.0
R1,297.5,285.0
Maxilla 1 crown,377.5,321.0
Maxilla 1 root,370.0,285.0
Mandible 1 crown,374.0,317.0
Mandible 1 root,357.5,345.5
Maxilla 6 distal,313.0,297.5
Maxilla 6 root,329.0,273.5
Mandible 6 distal,313.0,305.0
Mandible 6 root,305.0,333.5
Glabella,400.5,156.5
Soft tissue naison,393.0,190.0
Dorsum of nose,417.0,241.5
pronasale,421.5,257.5
Colunella,413.0,273.5
Subnasalle,397.5,277.5
Soft tissue A point,397.5,281.0
Labrale superius,401.5,297.5
Upper lip,405.0,305.5
Stms,397.5,317.0
Upper embrasure,381.0,318.0
Lower embrasure,377.5,321.0
Stmi,389.0,317.5
Lower lip,397.0,329.0
Labial Inferius,393.0,341.0
Soft tissue b point,381.0,353.0
Soft tissue pogonion,380.5,369.5
Soft tissue Gnathion,369.0,385.0
Soft tissue Menton,349.0,393.0
Cervical point,281.0,385.0
Nasion,377.5,170.0
Sella,265.5,177.0
Porion,221.0,213.0
Orbitale,357.5,221.0
Pterygoid,297.0,210.0
Basion,217.5,253.0
ANS,377.5,257.5
PNS,294.0,253.0
A point,369.5,266.0
B point,349.5,333.5
Protuberance menti,349.5,345.5
Pogonion,349.0,349.5
Menton,338.0,361.5
Go-1 Corpuus left,257.5,318.0
Go-2 Ramus down,241.0,253.0
Articulare,237.0,233.5
R3,269.0,242.0
R1,293.5,273.0
Maxilla 1 crown,373.5,309.0
Maxilla 1 root,361.5,269.0
Mandible 1 crown,366.0,305.5
Mandible 1 root,349.5,329.5
Maxilla 6 distal,309.0,282.0
Maxilla 6 root,321.5,253.0
Mandible 6 distal,308.5,289.0
Mandible 6 root,297.5,321.5
Glabella,393.0,153.5
Soft tissue naison,385.5,185.5
Dorsum of nose,406.0,225.5
pronasale,413.0,245.0
Colunella,404.5,257.5
Subnasalle,393.5,261.5
Soft tissue A point,389.5,269.0
Labrale superius,397.0,285.0
Upper lip,397.0,297.5
Stms,389.5,305.5
Upper embrasure,373.5,302.0
Lower embrasure,369.5,308.5
Stmi,385.0,309.0
Lower lip,389.5,321.0
Labial Inferius,385.0,325.5
Soft tissue b point,373.0,333.0
Soft tissue pogonion,369.0,349.5
Soft tissue Gnathion,361.5,365.0
Soft tissue Menton,341.5,373.0
Cervical point,289.0,377.5
Nasion,373.0,160.0
Sella,253.5,173.0
Porion,217.5,213.0
Orbitale,357.0,213.5
Pterygoid,286.0,205.5
Basion,213.5,253.0
ANS,381.0,261.5
PNS,289.5,261.0
A point,369.0,273.0
B point,361.5,345.0
Protuberance menti,361.5,361.0
Pogonion,365.0,369.5
Menton,350.0,381.5
Go-1 Corpuus left,253.5,337.5
Go-2 Ramus down,233.0,257.0
Articulare,229.0,237.5
R3,265.0,249.5
R1,293.0,285.5
Maxilla 1 crown,381.5,312.5
Maxilla 1 root,361.5,277.5
Mandible 1 crown,373.5,309.5
Mandible 1 root,358.0,341.5
Maxilla 6 distal,313.5,297.5
Maxilla 6 root,325.5,269.5
Mandible 6 distal,313.5,305.0
Mandible 6 root,309.5,333.5
Glabella,389.0,138.0
Soft tissue naison,385.0,174.0
Dorsum of nose,413.5,229.5
pronasale,421.5,249.5
Colunella,413.0,265.0
Subnasalle,393.5,269.5
Soft tissue A point,393.0,276.5
Labrale superius,401.0,293.5
Upper lip,404.5,297.5
Stms,393.5,309.5
Upper embrasure,381.5,309.5
Lower embrasure,377.5,312.5
Stmi,393.5,309.5
Lower lip,401.5,321.0
Labial Inferius,397.0,329.5
Soft tissue b point,389.0,345.0
Soft tissue pogonion,389.0,365.5
Soft tissue Gnathion,373.5,385.0
Soft tissue Menton,353.5,397.0
Cervical point,309.5,413.0
Nasion,325.0,145.0
Sella,197.0,165.0
Porion,157.0,201.0
Orbitale,302.0,205.5
Pterygoid,230.0,201.0
Basion,153.5,249.0
ANS,337.0,257.5
PNS,233.5,262.0
A point,329.0,273.0
B point,321.5,357.5
Protuberance menti,321.5,369.5
Pogonion,321.0,381.0
Menton,309.5,401.5
Go-1 Corpuus left,189.0,353.5
Go-2 Ramus down,173.0,257.0
Articulare,168.5,233.5
R3,208.5,252.5
R1,233.5,293.0
Maxilla 1 crown,341.0,325.0
Maxilla 1 root,322.0,277.5
Mandible 1 crown,333.5,321.5
Mandible 1 root,314.0,349.5
Maxilla 6 distal,265.0,305.5
Maxilla 6 root,273.0,277.5
Mandible 6 distal,265.5,313.0
Mandible 6 root,261.5,345.0
Glabella,340.5,125.5
Soft tissue naison,337.5,165.0
Dorsum of nose,373.5,221.5
pronasale,385.0,245.5
Colunella,373.0,265.5
Subnasalle,353.0,269.5
Soft tissue A point,353.5,277.0
Labrale superius,361.0,297.5
Upper lip,369.0,309.5
Stms,357.5,317.5
Upper embrasure,341.5,318.0
Lower embrasure,337.5,321.5
Stmi,353.0,321.0
Lower lip,369.0,337.0
Labial Inferius,361.5,345.0
Soft tissue b point,349.0,353.5
Soft tissue pogonion,349.0,381.0
Soft tissue Gnathion,341.0,405.0
Soft tissue Menton,313.5,417.0
Cervical point,229.5,417.0
Nasion,365.0,149.0
Sella,257.5,180.5
Porion,225.5,209.5
Orbitale,352.5,201.0
Pterygoid,289.0,205.0
Basion,225.5,249.0
ANS,377.0,245.0
PNS,293.0,249.5
A point,369.5,257.0
B point,357.5,329.0
Protuberance menti,361.0,341.5
Pogonion,361.0,349.0
Menton,350.0,365.0
Go-1 Corpuus left,269.0,310.0
Go-2 Ramus down,245.5,249.5
Articulare,241.0,229.0
R3,273.0,241.0
R1,297.0,273.5
Maxilla 1 crown,377.5,297.0
Maxilla 1 root,365.5,261.0
Mandible 1 crown,374.0,293.5
Mandible 1 root,357.5,321.5
Maxilla 6 distal,317.5,281.5
Maxilla 6 root,325.0,257.0
Mandible 6 distal,321.0,289.0
Mandible 6 root,313.5,317.0
Glabella,378.0,129.5
Soft tissue naison,374.0,165.0
Dorsum of nose,406.0,213.5
pronasale,416.0,229.5
Colunella,405.0,245.5
Subnasalle,393.0,249.5
Soft tissue A point,389.0,256.5
Labrale superius,397.0,273.5
Upper lip,397.5,285.5
Stms,389.5,293.5
Upper embrasure,377.5,294.0
Lower embrasure,377.5,297.0
Stmi,389.5,293.5
Lower lip,393.0,305.0
Labial Inferius,389.0,313.0
Soft tissue b point,381.0,325.0
Soft tissue pogonion,381.0,349.0
Soft tissue Gnathion,373.0,369.0
Soft tissue Menton,353.5,377.0
Cervical point,309.0,393.0
Nasion,334.0,137.0
Sella,217.0,177.0
Porion,177.5,221.5
Orbitale,321.5,193.0
Pterygoid,257.5,205.0
Basion,177.0,265.0
ANS,361.5,241.5
PNS,261.0,257.5
A point,353.0,253.0
B point,341.5,341.5
Protuberance menti,341.5,353.0
Pogonion,341.5,365.0
Menton,329.5,377.5
Go-1 Corpuus left,229.5,333.5
Go-2 Ramus down,204.5,265.0
Articulare,197.0,245.5
R3,233.0,249.5
R1,265.0,277.5
Maxilla 1 crown,369.5,301.0
Maxilla 1 root,345.5,257.0
Mandible 1 crown,361.5,297.5
Mandible 1 root,338.0,333.5
Maxilla 6 distal,289.0,289.5
Maxilla 6 root,297.0,257.0
Mandible 6 distal,289.5,296.5
Mandible 6 root,281.0,329.5
Glabella,349.0,117.5
Soft tissue naison,345.5,149.5
Dorsum of nose,385.5,197.5
pronasale,397.5,221.5
Colunella,393.5,237.0
Subnasalle,381.5,245.5
Soft tissue A point,381.0,253.0
Labrale superius,389.0,269.5
Upper lip,393.0,281.5
Stms,385.5,293.0
Upper embrasure,369.0,293.5
Lower embrasure,365.0,301.0
Stmi,381.0,297.5
Lower lip,389.0,308.5
Labial Inferius,385.0,321.0
Soft tissue b point,373.0,333.0
Soft tissue pogonion,368.5,357.5
Soft tissue Gnathion,353.0,381.5
Soft tissue Menton,329.0,393.0
Cervical point,265.5,397.5
Nasion,325.5,129.0
Sella,201.5,161.0
Porion,165.5,205.0
Orbitale,309.5,189.0
Pterygoid,237.5,193.0
Basion,165.5,245.5
ANS,345.5,237.5
PNS,245.0,246.0
A point,337.5,253.0
B point,317.0,345.0
Protuberance menti,313.5,361.0
Pogonion,313.0,373.0
Menton,298.0,389.0
Go-1 Corpuus left,201.5,329.5
Go-2 Ramus down,185.0,249.5
Articulare,177.0,229.5
R3,214.0,240.5
R1,245.5,277.0
Maxilla 1 crown,341.0,308.5
Maxilla 1 root,330.0,261.0
Mandible 1 crown,338.0,301.5
Mandible 1 root,318.0,333.5
Maxilla 6 distal,277.0,293.5
Maxilla 6 root,285.5,261.5
Mandible 6 distal,281.0,300.5
Mandible 6 root,269.5,329.0
Glabella,337.5,109.5
Soft tissue naison,337.5,145.0
Dorsum of nose,377.5,197.5
pronasale,385.5,221.5
Colunella,377.0,237.5
Subnasalle,361.0,245.5
Soft tissue A point,361.5,253.0
Labrale superius,369.0,273.5
Upper lip,369.0,285.5
Stms,357.0,301.0
Upper embrasure,345.0,301.5
Lower embrasure,341.5,305.0
Stmi,353.0,301.5
Lower lip,361.0,317.0
Labial Inferius,357.0,325.0
Soft tissue b point,345.0,341.5
Soft tissue pogonion,341.0,365.0
Soft tissue Gnathion,325.0,393.5
Soft tissue Menton,301.0,405.0
Cervical point,245.0,405.0
Nasion,333.5,149.0
Sella,205.5,156.5
Porion,161.5,197.5
Orbitale,313.0,201.5
Pterygoid,241.0,197.5
Basion,161.5,241.5
ANS,341.0,254.0
PNS,237.5,249.5
A point,329.0,265.5
B point,309.5,345.0
Protuberance menti,309.5,361.5
Pogonion,309.5,369.0
Menton,298.0,381.5
Go-1 Corpuus left,193.0,325.5
Go-2 Ramus down,177.0,245.0
Articulare,173.0,225.5
R3,210.0,233.5
R1,237.5,273.0
Maxilla 1 crown,333.5,312.5
Maxilla 1 root,322.0,269.0
Mandible 1 crown,326.0,309.0
Mandible 1 root,306.0,337.5
Maxilla 6 distal,261.0,290.0
Maxilla 6 root,277.5,264.5
Mandible 6 distal,261.5,297.5
Mandible 6 root,253.5,329.0
Glabella,353.0,129.5
Soft tissue naison,345.5,165.5
Dorsum of nose,373.5,217.5
pronasale,384.5,241.5
Colunella,376.5,256.5
Subnasalle,357.0,261.5
Soft tissue A point,353.0,269.0
Labrale superius,361.0,285.5
Upper lip,361.0,297.5
Stms,353.0,309.0
Upper embrasure,337.5,306.5
Lower embrasure,333.5,312.5
Stmi,345.0,309.5
Lower lip,353.0,325.0
Labial Inferius,349.0,333.5
Soft tissue b point,337.0,345.0
Soft tissue pogonion,336.5,365.5
Soft tissue Gnathion,325.0,385.0
Soft tissue Menton,301.5,397.0
Cervical point,229.5,397.5
Nasion,381.0,149.5
Sella,257.5,181.0
Porion,217.5,213.5
Orbitale,361.5,209.5
Pterygoid,293.5,209.0
Basion,213.5,261.0
ANS,397.5,257.5
PNS,301.0,265.0
A point,389.5,269.5
B point,377.0,357.0
Protuberance menti,373.5,373.0
Pogonion,373.5,385.5
Menton,361.5,401.5
Go-1 Corpuus left,257.0,357.0
Go-2 Ramus down,241.0,264.5
Articulare,236.5,241.5
R3,274.0,253.5
R1,301.5,293.5
Maxilla 1 crown,405.0,320.5
Maxilla 1 root,381.5,277.0
Mandible 1 crown,398.0,317.0
Mandible 1 root,373.5,349.5
Maxilla 6 distal,333.0,309.5
Maxilla 6 root,341.5,277.5
Mandible 6 distal,329.5,316.5
Mandible 6 root,325.5,349.5
Glabella,397.5,130.0
Soft tissue naison,389.5,166.0
Dorsum of nose,433.5,221.5
pronasale,441.5,242.0
Colunella,433.0,257.0
Subnasalle,417.0,265.0
Soft tissue A point,417.0,269.0
Labrale superius,425.0,293.5
Upper lip,429.5,301.5
Stms,421.0,317.0
Upper embrasure,405.5,313.5
Lower embrasure,401.5,321.0
Stmi,417.0,317.0
Lower lip,425.0,329.0
Labial Inferius,417.5,337.0
Soft tissue b point,405.0,353.5
Soft tissue pogonion,401.0,381.5
Soft tissue Gnathion,385.0,405.0
Soft tissue Menton,365.0,417.0
Nasion,380.5,149.0
Sella,253.5,165.5
Porion,217.0,205.5
Orbitale,361.5,201.0
Pterygoid,285.5,197.0
Basion,217.5,249.0
ANS,393.0,253.5
PNS,293.5,253.0
A point,385.0,265.5
B point,373.5,345.0
Protuberance menti,373.5,361.5
Pogonion,373.5,369.0
Menton,365.0,385.5
Go-1 Corpuus left,261.5,333.5
Go-2 Ramus down,241.0,252.5
Articulare,232.5,229.5
R3,269.0,241.0
R1,297.5,281.0
Maxilla 1 crown,397.0,312.5
Maxilla 1 root,377.5,269.0
Mandible 1 crown,389.5,309.0
Mandible 1 root,370.0,337.5
Maxilla 6 distal,321.5,293.5
Maxilla 6 root,333.5,265.0
Mandible 6 distal,321.5,301.0
Mandible 6 root,318.0,333.5
Glabella,397.0,129.5
Soft tissue naison,393.0,162.0
Dorsum of nose,430.0,217.0
pronasale,440.5,237.5
Colunella,429.0,257.0
Subnasalle,413.0,261.5
Soft tissue A point,413.0,269.0
Labrale superius,417.5,289.5
Upper lip,421.0,297.5
Stms,413.0,309.0
Upper embrasure,397.0,306.0
Lower embrasure,393.0,309.0
Stmi,409.0,309.5
Lower lip,413.0,321.0
Labial Inferius,409.0,329.0
Soft tissue b point,397.0,345.5
Soft tissue pogonion,397.0,369.0
Soft tissue Gnathion,385.0,389.0
Soft tissue Menton,365.5,397.5
Cervical point,321.5,409.0
Nasion,409.5,137.5
Sella,282.0,164.5
Porion,241.5,201.5
Orbitale,393.5,197.5
Pterygoid,317.5,193.5
Basion,241.5,245.5
ANS,421.0,245.5
PNS,325.0,253.5
A point,413.0,257.0
B point,417.0,341.5
Protuberance menti,421.5,357.5
Pogonion,425.0,369.5
Menton,409.5,389.5
Go-1 Corpuus left,289.0,353.0
Go-2 Ramus down,261.0,256.5
Articulare,257.0,225.5
R3,296.5,246.0
R1,329.0,285.0
Maxilla 1 crown,429.5,301.0
Maxilla 1 root,410.0,261.0
Mandible 1 crown,426.0,297.5
Mandible 1 root,410.0,333.5
Maxilla 6 distal,357.0,293.5
Maxilla 6 root,365.0,261.5
Mandible 6 distal,361.0,305.0
Mandible 6 root,357.5,337.0
Glabella,429.0,117.5
Soft tissue naison,421.5,154.0
Dorsum of nose,453.0,209.5
pronasale,461.0,229.0
Colunella,453.0,245.5
Subnasalle,437.0,249.5
Soft tissue A point,437.0,257.0
Labrale superius,445.0,277.5
Upper lip,449.0,286.0
Stms,445.5,297.0
Upper embrasure,433.5,294.0
Lower embrasure,429.5,301.0
Stmi,441.0,297.0
Lower lip,448.5,309.0
Labial Inferius,445.0,317.0
Soft tissue b point,440.5,337.5
Soft tissue pogonion,445.0,361.0
Soft tissue Gnathion,437.0,389.0
Soft tissue Menton,413.0,405.0
Cervical point,365.0,429.5
Nasion,340.5,173.0
Sella,205.5,168.5
Porion,161.5,205.0
Orbitale,313.5,225.0
Pterygoid,234.0,210.0
Basion,153.5,249.0
ANS,333.0,289.5
PNS,229.5,269.5
A point,321.0,301.5
B point,301.5,389.5
Protuberance menti,297.5,409.0
Pogonion,297.0,421.0
Menton,277.5,437.5
Go-1 Corpuus left,189.0,349.5
Go-2 Ramus down,169.0,257.0
Articulare,169.0,233.5
R3,205.5,253.0
R1,229.0,297.0
Maxilla 1 crown,329.0,357.0
Maxilla 1 root,313.5,305.5
Mandible 1 crown,321.5,353.5
Mandible 1 root,301.5,381.5
Maxilla 6 distal,253.0,321.5
Maxilla 6 root,265.5,293.5
Mandible 6 distal,253.5,329.0
Mandible 6 root,246.0,357.5
Glabella,357.5,153.0
Soft tissue naison,345.0,193.0
Dorsum of nose,369.5,261.5
pronasale,377.0,285.5
Colunella,365.0,301.0
Subnasalle,345.0,305.5
Soft tissue A point,345.0,309.0
Labrale superius,349.5,329.5
Upper lip,353.0,341.5
Stms,345.0,353.0
Upper embrasure,329.5,350.0
Lower embrasure,325.5,357.0
Stmi,341.0,353.5
Lower lip,349.0,368.5
Labial Inferius,345.0,381.0
Soft tissue b point,325.5,393.0
Soft tissue pogonion,325.0,421.0
Soft tissue Gnathion,309.5,441.0
Soft tissue Menton,277.0,448.5
Cervical point,217.5,445.0
Nasion,369.0,154.0
Sella,249.5,185.0
Porion,209.5,217.5
Orbitale,357.0,209.0
Pterygoid,285.5,209.0
Basion,213.5,257.5
ANS,381.5,249.5
PNS,289.5,258.0
A point,373.0,265.0
B point,365.0,345.5
Protuberance menti,365.5,361.0
Pogonion,365.0,369.0
Menton,354.0,381.5
Go-1 Corpuus left,257.0,329.5
Go-2 Ramus down,229.0,260.5
Articulare,225.5,237.5
R3,261.5,252.5
R1,293.0,285.5
Maxilla 1 crown,385.0,312.5
Maxilla 1 root,365.5,265.0
Mandible 1 crown,378.0,309.0
Mandible 1 root,362.0,341.5
Maxilla 6 distal,317.5,294.0
Maxilla 6 root,325.5,265.0
Mandible 6 distal,313.5,301.0
Mandible 6 root,312.5,333.5
Glabella,385.5,137.5
Soft tissue naison,381.5,169.5
Dorsum of nose,410.5,221.5
pronasale,417.5,238.0
Colunella,413.0,253.5
Subnasalle,397.0,257.5
Soft tissue A point,393.0,265.0
Labrale superius,401.0,281.5
Upper lip,405.0,293.5
Stms,397.5,305.5
Upper embrasure,385.5,306.0
Lower embrasure,381.0,309.0
Stmi,393.0,309.0
Lower lip,401.0,317.0
Labial Inferius,401.0,329.0
Soft tissue b point,389.0,345.0
Soft tissue pogonion,385.0,369.5
Soft tissue Gnathion,377.0,385.0
Soft tissue Menton,353.5,393.0
Cervical point,301.5,397.5
Nasion,313.5,161.0
Sella,193.0,181.0
Porion,145.0,221.5
Orbitale,297.0,218.0
Pterygoid,225.5,217.0
Basion,137.5,265.0
ANS,329.5,265.5
PNS,225.5,270.0
A point,321.0,281.5
B point,313.5,361.0
Protuberance menti,313.0,373.0
Pogonion,313.0,385.5
Menton,301.0,401.5
Go-1 Corpuus left,189.0,357.5
Go-2 Ramus down,161.0,269.0
Articulare,156.5,249.5
R3,197.5,261.0
R1,229.5,297.0
Maxilla 1 crown,333.0,324.5
Maxilla 1 root,313.5,284.5
Mandible 1 crown,329.5,321.5
Mandible 1 root,309.5,353.5
Maxilla 6 distal,260.5,313.5
Maxilla 6 root,265.0,281.0
Mandible 6 distal,261.0,320.5
Mandible 6 root,253.5,349.5
Glabella,333.5,141.5
Soft tissue naison,326.0,177.0
Dorsum of nose,361.5,225.0
pronasale,372.5,249.5
Colunella,364.5,265.0
Subnasalle,349.0,273.5
Soft tissue A point,345.0,281.0
Labrale superius,356.5,297.5
Upper lip,360.5,305.0
Stms,349.0,321.0
Upper embrasure,337.5,318.0
Lower embrasure,333.0,324.5
Stmi,345.0,321.0
Lower lip,357.0,333.0
Labial Inferius,353.0,341.0
Soft tissue b point,341.0,357.0
Soft tissue pogonion,341.0,381.0
Soft tissue Gnathion,329.0,405.0
Soft tissue Menton,305.5,416.5
Cervical point,237.5,417.0
Nasion,349.0,141.0
Sella,221.0,173.0
Porion,185.0,217.5
Orbitale,337.0,201.0
Pterygoid,261.5,205.0
Basion,181.0,261.0
ANS,369.5,253.0
PNS,269.0,257.5
A point,361.5,265.0
B point,357.0,349.0
Protuberance menti,357.5,365.0
Pogonion,357.5,373.0
Menton,345.5,393.0
Go-1 Corpuus left,225.5,341.5
Go-2 Ramus down,209.0,261.0
Articulare,205.0,241.5
R3,242.5,249.0
R1,273.5,284.5
Maxilla 1 crown,373.0,312.5
Maxilla 1 root,354.0,269.0
Mandible 1 crown,366.0,305.5
Mandible 1 root,353.5,341.5
Maxilla 6 distal,305.0,297.5
Maxilla 6 root,313.0,269.0
Mandible 6 distal,305.0,305.0
Mandible 6 root,301.0,337.0
Glabella,364.5,121.0
Soft tissue naison,361.0,157.5
Dorsum of nose,401.5,209.5
pronasale,417.0,233.0
Colunella,405.0,249.5
Subnasalle,389.0,257.5
Soft tissue A point,389.0,265.0
Labrale superius,401.0,281.5
Upper lip,404.5,293.5
Stms,393.0,305.5
Upper embrasure,377.0,306.0
Lower embrasure,373.5,309.0
Stmi,389.5,305.5
Lower lip,401.0,317.0
Labial Inferius,397.0,325.0
Soft tissue b point,385.0,341.5
Soft tissue pogonion,388.5,365.0
Soft tissue Gnathion,373.5,397.0
Soft tissue Menton,349.0,409.0
Cervical point,281.0,421.5
Nasion,333.0,165.5
Sella,201.5,173.0
Porion,161.5,209.0
Orbitale,309.0,217.0
Pterygoid,237.5,209.0
Basion,157.5,249.5
ANS,333.5,273.0
PNS,237.0,265.5
A point,325.0,285.0
B point,305.0,377.0
Protuberance menti,305.0,393.0
Pogonion,305.0,401.5
Menton,290.0,414.0
Go-1 Corpuus left,201.0,341.5
Go-2 Ramus down,181.0,257.0
Articulare,177.0,233.5
R3,213.0,249.0
R1,237.5,289.0
Maxilla 1 crown,329.0,337.0
Maxilla 1 root,317.5,289.0
Mandible 1 crown,322.0,333.0
Mandible 1 root,305.5,369.5
Maxilla 6 distal,261.0,313.5
Maxilla 6 root,272.5,281.5
Mandible 6 distal,261.0,321.5
Mandible 6 root,253.5,353.5
Glabella,353.0,148.5
Soft tissue naison,341.5,181.5
Dorsum of nose,370.0,237.5
pronasale,380.5,261.0
Colunella,369.5,277.0
Subnasalle,349.0,281.5
Soft tissue A point,349.5,289.0
Labrale superius,353.0,305.0
Upper lip,357.0,317.5
Stms,345.0,329.0
Upper embrasure,329.5,330.0
Lower embrasure,329.5,333.0
Stmi,341.0,329.0
Lower lip,352.5,345.0
Labial Inferius,348.5,357.0
Soft tissue b point,333.5,373.5
Soft tissue pogonion,333.0,397.0
Soft tissue Gnathion,317.0,417.5
Soft tissue Menton,293.5,428.5
Cervical point,233.0,421.0
Nasion,376.5,133.0
Sella,257.5,161.0
Porion,221.0,201.5
Orbitale,365.5,193.0
Pterygoid,293.5,190.0
Basion,221.5,245.0
ANS,401.0,245.5
PNS,301.0,249.0
A point,389.5,257.0
